add-yield-none,12,4096,98304, 6914559, 70,-1906
add-none,12,4096,98304, 4649984, 47,-1832
add-yield-none,1,8192,16384, 4620615, 282,0
add-none,1,8192,16384, 855453, 52,0
add-yield-none,2,8192,32768, 4716025, 143,24
add-none,2,8192,32768, 2150958, 65,-893
add-yield-none,3,8192,49152, 5925870, 120,-52
add-none,3,8192,49152, 1707478, 34,-570
add-yield-none,4,8192,65536, 7675739, 117,-3502
add-none,4,8192,65536, 3396618, 51,-1752
add-yield-none,5,8192,81920, 6373208, 77,89
add-none,5,8192,81920, 4085655, 49,-26
add-yield-none,6,8192,98304, 7772474, 79,-3031
add-none,6,8192,98304, 4705269, 47,-2479
add-yield-none,7,8192,114688, 8528538, 74,-3844
add-none,7,8192,114688, 5488831, 47,-4122
add-yield-none,8,8192,131072, 9045263, 69,-2411
add-none,8,8192,131072, 5985034, 45,-3666
add-yield-none,10,8192,163840, 11181707, 68,-2660
add-none,10,8192,163840, 6466331, 39,-2635
add-yield-none,12,8192,196608, 13065147, 66,-6701
add-none,12,8192,196608, 8934108, 45,-3694
add-yield-none,1,16384,32768, 9148267, 279,0
add-none,1,16384,32768, 1593768, 48,0
add-yield-none,2,16384,65536, 11790380, 179,-85
add-none,2,16384,65536, 3583944, 54,-2617
add-yield-none,3,16384,98304, 12513064, 127,-369
add-none,3,16384,98304, 5117309, 52,-3751
add-yield-none,4,16384,131072, 12470096, 95,37
add-none,4,16384,131072, 6409070, 48,-2314
add-yield-none,5,16384,163840, 12430880, 75,-161
add-none,5,16384,163840, 8248919, 50,-2080
add-yield-none,6,16384,196608, 16091427, 81,-6767
add-none,6,16384,196608, 8906418, 45,-1757
add-yield-none,7,16384,229376, 17806594, 77,-6964
add-none,7,16384,229376, 11033198, 48,-5312
add-yield-none,8,16384,262144, 18443806, 70,-9906
add-none,8,16384,262144, 11844431, 45,-6891
add-yield-none,10,16384,327680, 22717199, 69,-10410
add-none,10,16384,327680, 12815943, 39,-8151
add-yield-none,12,16384,393216, 25364083, 64,-10455
add-none,12,16384,393216, 15394430, 39,-7975
add-yield-none,1,32768,65536, 25924061, 395,0
add-none,1,32768,65536, 3099834, 47,0
add-yield-none,2,32768,131072, 18464625, 140,-61
add-none,2,32768,131072, 8020805, 61,-1739
add-yield-none,3,32768,196608, 24147837, 122,125
add-none,3,32768,196608, 10270667, 52,1016
add-yield-none,4,32768,262144, 23808686, 90,-106
add-none,4,32768,262144, 13344906, 50,-12791
add-yield-none,5,32768,327680, 30515677, 93,-11846
add-none,5,32768,327680, 15757660, 48,-6782
add-yield-none,6,32768,393216, 33126926, 84,-14016
add-none,6,32768,393216, 18294859, 46,-7939
add-yield-none,7,32768,458752, 26252609, 57,-353
add-none,7,32768,458752, 21323225, 46,-9966
add-yield-none,8,32768,524288, 40030835, 76,-13744
add-none,8,32768,524288, 23666122, 45,-5804
add-yield-none,10,32768,655360, 43030204, 65,-18487
add-none,10,32768,655360, 29929338, 45,-11922
add-yield-none,12,32768,786432, 50469906, 64,-24667
add-none,12,32768,786432, 36714691, 46,-12482
add-yield-none,1,65536,131072, 36220388, 276,0
add-none,1,65536,131072, 6164540, 47,0
add-yield-none,2,65536,262144, 48255744, 184,-581
add-none,2,65536,262144, 9097376, 34,-2159
add-yield-none,3,65536,393216, 48309491, 122,-150
add-none,3,65536,393216, 19662605, 50,-1241
add-yield-none,4,65536,524288, 48396934, 92,-162
add-none,4,65536,524288, 25969688, 49,-30332
add-yield-none,5,65536,655360, 49254350, 75,-102
add-none,5,65536,655360, 30640441, 46,-9029
add-yield-none,6,65536,786432, 65299130, 83,-27946
add-none,6,65536,786432, 36555790, 46,-29260
add-yield-none,7,65536,917504, 67359317, 73,-29314
add-none,7,65536,917504, 39830854, 43,-26137
add-yield-none,8,65536,1048576, 64630804, 61,-11250
add-none,8,65536,1048576, 45472503, 43,-18424
add-yield-none,10,65536,1310720, 124958788, 95,-54141
add-none,10,65536,1310720, 55437657, 42,-18687
add-yield-none,12,65536,1572864, 84953812, 54,-47774
add-none,12,65536,1572864, 57017964, 36,-20292
add-yield-none,1,131072,262144, 72455465, 276,0
add-none,1,131072,262144, 12410316, 47,0
add-yield-none,2,131072,524288, 94220257, 179,-850
add-none,2,131072,524288, 31673203, 60,-29777
add-yield-none,3,131072,786432, 96092247, 122,-2076
add-none,3,131072,786432, 41127916, 52,-51041
add-yield-none,4,131072,1048576, 97502739, 92,-2008
add-none,4,131072,1048576, 52616740, 50,-20771
add-yield-none,5,131072,1310720, 98237003, 74,-287
add-none,5,131072,1310720, 63524541, 48,-22267
add-yield-none,6,131072,1572864, 97662476, 62,-647
add-none,6,131072,1572864, 71231006, 45,-9171
add-yield-none,7,131072,1835008, 104444745, 56,-6512
add-none,7,131072,1835008, 77639520, 42,-11230
add-yield-none,8,131072,2097152, 106160074, 50,-5041
add-none,8,131072,2097152, 92244006, 43,-24778
add-yield-none,10,131072,2621440, 158503340, 60,-26439
add-none,10,131072,2621440, 107901523, 41,-25613
add-yield-none,12,131072,3145728, 214964219, 68,-79861
add-none,12,131072,3145728, 125106969, 39,-48799
add-yield-none,2,1,4, 97721, 24430,0
add-yield-none,8,1,16, 198530, 12408,0
add-none,2,1,4, 84592, 21148,0
add-none,8,1,16, 186508, 11656,0
add-yield-none,2,2,8, 84624, 10578,0
add-yield-none,8,2,32, 188824, 5900,0
add-none,2,2,8, 99812, 12476,0
add-none,8,2,32, 167547, 5235,0
add-yield-none,2,4,16, 87788, 5486,0
add-yield-none,8,4,64, 193929, 3030,0
add-none,2,4,16, 72422, 4526,0
add-none,8,4,64, 180911, 2826,0
add-yield-none,2,8,32, 87008, 2719,0
add-yield-none,8,8,128, 210224, 1642,6
add-none,2,8,32, 63118, 1972,0
add-none,8,8,128, 180620, 1411,2
add-yield-none,2,16,64, 89453, 1397,0
add-yield-none,8,16,256, 197671, 772,14
add-none,2,16,64, 77287, 1207,0
add-none,8,16,256, 192749, 752,0
add-yield-none,2,32,128, 112723, 880,-11
add-yield-none,8,32,512, 231553, 452,58
add-none,2,32,128, 95249, 744,0
add-none,8,32,512, 191772, 374,4
add-yield-none,2,64,256, 127797, 499,15
add-yield-none,8,64,1024, 276015, 269,166
add-none,2,64,256, 96222, 375,17
add-none,8,64,1024, 215199, 210,3
add-yield-none,2,128,512, 150551, 294,48
add-yield-none,8,128,2048, 278795, 136,105
add-none,2,128,512, 93480, 182,-14
add-none,8,128,2048, 194775, 95,-36
add-yield-none,2,256,1024, 251375, 245,64
add-yield-none,8,256,4096, 388417, 94,119
add-none,2,256,1024, 106060, 103,-25
add-none,8,256,4096, 305425, 74,-63
add-yield-none,2,512,2048, 455232, 222,74
add-yield-none,8,512,8192, 658589, 80,210
add-none,2,512,2048, 123663, 60,-33
add-none,8,512,8192, 479011, 58,114
add-yield-none,2,1024,4096, 650517, 158,35
add-yield-none,8,1024,16384, 1160287, 70,-27
add-none,2,1024,4096, 268857, 65,-53
add-none,8,1024,16384, 811015, 49,163
add-yield-none,2,2048,8192, 1241805, 151,35
add-yield-none,8,2048,32768, 2093560, 63,26
add-none,2,2048,8192, 325630, 39,13
add-none,8,2048,32768, 1539109, 46,57
add-yield-none,2,4096,16384, 2411549, 147,-60
add-yield-none,8,4096,65536, 4043272, 61,-910
add-none,2,4096,16384, 1045012, 63,202
add-none,8,4096,65536, 3029354, 46,-342
add-yield-none,2,8192,32768, 6087378, 185,-106
add-yield-none,8,8192,131072, 7508543, 57,-886
add-none,2,8192,32768, 2004398, 61,-161
add-none,8,8192,131072, 5778296, 44,-986
add-yield-none,2,16384,65536, 12165099, 185,-162
add-yield-none,8,16384,262144, 14817002, 56,-1941
add-none,2,16384,65536, 3974725, 60,-446
add-none,8,16384,262144, 11189017, 42,-2842
add-yield-none,2,32768,131072, 23487639, 179,-152
add-yield-none,8,32768,524288, 29401821, 56,-1688
add-none,2,32768,131072, 4578636, 34,-3363
add-none,8,32768,524288, 20434191, 38,-4533
add-yield-none,2,65536,262144, 37257257, 142,-226
add-yield-none,8,65536,1048576, 58279394, 55,-4453
add-none,2,65536,262144, 8145331, 31,-499
add-none,8,65536,1048576, 41711377, 39,-6099
add-yield-none,2,131072,524288, 76136389, 145,-6
add-yield-none,8,131072,2097152, 134337535, 64,-8074
add-none,2,131072,524288, 17557103, 33,-6018
add-none,8,131072,2097152, 82665457, 39,-16601
add-none,1,1,2, 81187, 40593,0
add-none,1,2,4, 50727, 12681,0
add-none,1,4,8, 82076, 10259,0
add-none,1,8,16, 85905, 5369,0
add-none,1,16,32, 51873, 1621,0
add-none,1,32,64, 91385, 1427,0
add-none,1,64,128, 89552, 699,0
add-none,1,128,256, 90362, 352,0
add-none,1,256,512, 76511, 149,0
add-none,1,512,1024, 123644, 120,0
add-none,1,1024,2048, 174234, 85,0
add-none,1,2048,4096, 257073, 62,0
add-none,1,4096,8192, 430108, 52,0
add-none,1,8192,16384, 794446, 48,0
add-none,1,16384,32768, 1584933, 48,0
add-none,1,32768,65536, 3157665, 48,0
add-none,1,65536,131072, 6054482, 46,0
add-none,1,131072,262144, 11886208, 45,0
add-yield-s,1,1,2, 94776, 47388,0
add-yield-c,1,1,2, 52157, 26078,0
add-yield-m,1,1,2, 87872, 43936,0
add-yield-s,2,1,4, 138186, 34546,0
add-yield-c,2,1,4, 117977, 29494,0
add-yield-m,2,1,4, 66465, 16616,0
add-yield-s,3,1,6, 120320, 20053,0
add-yield-c,3,1,6, 102025, 17004,0
add-yield-m,3,1,6, 154401, 25733,0
add-yield-s,4,1,8, 128013, 16001,0
add-yield-c,4,1,8, 96494, 12061,0
add-yield-m,4,1,8, 113112, 14139,0
add-yield-s,5,1,10, 136459, 13645,0
add-yield-c,5,1,10, 130520, 13052,0
add-yield-m,5,1,10, 116867, 11686,0
add-yield-s,6,1,12, 120014, 10001,0
add-yield-c,6,1,12, 137821, 11485,0
add-yield-m,6,1,12, 127611, 10634,0
add-yield-s,7,1,14, 151210, 10800,0
add-yield-c,7,1,14, 134472, 9605,0
add-yield-m,7,1,14, 139788, 9984,0
add-yield-s,8,1,16, 151920, 9495,0
add-yield-c,8,1,16, 164509, 10281,0
add-yield-m,8,1,16, 175043, 10940,0
add-yield-s,10,1,20, 194485, 9724,0
add-yield-c,10,1,20, 199604, 9980,0
add-yield-m,10,1,20, 209318, 10465,0
add-yield-s,12,1,24, 252462, 10519,0
add-yield-c,12,1,24, 240358, 10014,0
add-yield-m,12,1,24, 275711, 11487,0
add-yield-s,1,2,4, 38763, 9690,0
add-yield-c,1,2,4, 84319, 21079,0
add-yield-m,1,2,4, 51361, 12840,0
add-yield-s,2,2,8, 93766, 11720,0
add-yield-c,2,2,8, 148309, 18538,0
add-yield-m,2,2,8, 61602, 7700,0
add-yield-s,3,2,12, 102603, 8550,0
add-yield-c,3,2,12, 144794, 12066,0
add-yield-m,3,2,12, 169856, 14154,0
add-yield-s,4,2,16, 134297, 8393,0
add-yield-c,4,2,16, 129225, 8076,0
add-yield-m,4,2,16, 147448, 9215,0
add-yield-s,5,2,20, 131317, 6565,0
add-yield-c,5,2,20, 111611, 5580,0
add-yield-m,5,2,20, 176254, 8812,0
add-yield-s,6,2,24, 182961, 7623,0
add-yield-c,6,2,24, 186836, 7784,0
add-yield-m,6,2,24, 152661, 6360,0
add-yield-s,7,2,28, 200092, 7146,0
add-yield-c,7,2,28, 200002, 7142,0
add-yield-m,7,2,28, 148668, 5309,0
add-yield-s,8,2,32, 214992, 6718,0
add-yield-c,8,2,32, 207208, 6475,0
add-yield-m,8,2,32, 167110, 5222,0
add-yield-s,10,2,40, 210209, 5255,0
add-yield-c,10,2,40, 262372, 6559,0
add-yield-m,10,2,40, 232954, 5823,0
add-yield-s,12,2,48, 272470, 5676,0
add-yield-c,12,2,48, 272112, 5669,0
add-yield-m,12,2,48, 263232, 5484,0
add-yield-s,1,4,8, 38006, 4750,0
add-yield-c,1,4,8, 77041, 9630,0
add-yield-m,1,4,8, 52310, 6538,0
add-yield-s,2,4,16, 82851, 5178,0
add-yield-c,2,4,16, 100500, 6281,0
add-yield-m,2,4,16, 87441, 5465,0
add-yield-s,3,4,24, 108542, 4522,0
add-yield-c,3,4,24, 97633, 4068,0
add-yield-m,3,4,24, 81768, 3407,0
add-yield-s,4,4,32, 126180, 3943,0
add-yield-c,4,4,32, 96766, 3023,0
add-yield-m,4,4,32, 138792, 4337,0
add-yield-s,5,4,40, 140543, 3513,0
add-yield-c,5,4,40, 126226, 3155,0
add-yield-m,5,4,40, 156716, 3917,0
add-yield-s,6,4,48, 177997, 3708,0
add-yield-c,6,4,48, 151259, 3151,0
add-yield-m,6,4,48, 145853, 3038,0
add-yield-s,7,4,56, 194140, 3466,0
add-yield-c,7,4,56, 181062, 3233,0
add-yield-m,7,4,56, 198880, 3551,0
add-yield-s,8,4,64, 183927, 2873,0
add-yield-c,8,4,64, 199068, 3110,0
add-yield-m,8,4,64, 203029, 3172,0
add-yield-s,10,4,80, 214047, 2675,0
add-yield-c,10,4,80, 267839, 3347,0
add-yield-m,10,4,80, 265249, 3315,0
add-yield-s,12,4,96, 433358, 4514,0
add-yield-c,12,4,96, 253239, 2637,0
add-yield-m,12,4,96, 247887, 2582,0
add-yield-s,1,8,16, 56782, 3548,0
add-yield-c,1,8,16, 51114, 3194,0
add-yield-m,1,8,16, 84482, 5280,0
add-yield-s,2,8,32, 80292, 2509,0
add-yield-c,2,8,32, 92991, 2905,0
add-yield-m,2,8,32, 79714, 2491,0
add-yield-s,3,8,48, 116583, 2428,0
add-yield-c,3,8,48, 113257, 2359,0
add-yield-m,3,8,48, 91580, 1907,0
add-yield-s,4,8,64, 128919, 2014,0
add-yield-c,4,8,64, 98035, 1531,0
add-yield-m,4,8,64, 109532, 1711,0
add-yield-s,5,8,80, 369850, 4623,0
add-yield-c,5,8,80, 131521, 1644,0
add-yield-m,5,8,80, 107097, 1338,0
add-yield-s,6,8,96, 172384, 1795,0
add-yield-c,6,8,96, 146371, 1524,0
add-yield-m,6,8,96, 161943, 1686,0
add-yield-s,7,8,112, 259483, 2316,0
add-yield-c,7,8,112, 183702, 1640,0
add-yield-m,7,8,112, 172533, 1540,0
add-yield-s,8,8,128, 202184, 1579,0
add-yield-c,8,8,128, 170590, 1332,0
add-yield-m,8,8,128, 189203, 1478,0
add-yield-s,10,8,160, 221540, 1384,0
add-yield-c,10,8,160, 236306, 1476,0
add-yield-m,10,8,160, 255638, 1597,0
add-yield-s,12,8,192, 333029, 1734,0
add-yield-c,12,8,192, 290116, 1511,0
add-yield-m,12,8,192, 296288, 1543,0
add-yield-s,1,16,32, 76304, 2384,0
add-yield-c,1,16,32, 61161, 1911,0
add-yield-m,1,16,32, 78537, 2454,0
add-yield-s,2,16,64, 97199, 1518,0
add-yield-c,2,16,64, 100374, 1568,0
add-yield-m,2,16,64, 118773, 1855,0
add-yield-s,3,16,96, 97013, 1010,0
add-yield-c,3,16,96, 108145, 1126,0
add-yield-m,3,16,96, 123205, 1283,0
add-yield-s,4,16,128, 165680, 1294,0
add-yield-c,4,16,128, 104892, 819,0
add-yield-m,4,16,128, 136760, 1068,0
add-yield-s,5,16,160, 160829, 1005,0
add-yield-c,5,16,160, 279806, 1748,0
add-yield-m,5,16,160, 170795, 1067,0
add-yield-s,6,16,192, 162622, 846,0
add-yield-c,6,16,192, 166705, 868,0
add-yield-m,6,16,192, 187517, 976,0
add-yield-s,7,16,224, 184228, 822,0
add-yield-c,7,16,224, 196362, 876,0
add-yield-m,7,16,224, 319308, 1425,0
add-yield-s,8,16,256, 194399, 759,0
add-yield-c,8,16,256, 179573, 701,0
add-yield-m,8,16,256, 256164, 1000,0
add-yield-s,10,16,320, 234514, 732,0
add-yield-c,10,16,320, 285503, 892,0
add-yield-m,10,16,320, 284446, 888,0
add-yield-s,12,16,384, 304217, 792,0
add-yield-c,12,16,384, 290722, 757,0
add-yield-m,12,16,384, 794645, 2069,0
add-yield-s,1,32,64, 76573, 1196,0
add-yield-c,1,32,64, 91065, 1422,0
add-yield-m,1,32,64, 76865, 1201,0
add-yield-s,2,32,128, 137420, 1073,0
add-yield-c,2,32,128, 102962, 804,0
add-yield-m,2,32,128, 127687, 997,0
add-yield-s,3,32,192, 847579, 4414,0
add-yield-c,3,32,192, 118524, 617,0
add-yield-m,3,32,192, 233204, 1214,0
add-yield-s,4,32,256, 199523, 779,0
add-yield-c,4,32,256, 149687, 584,0
add-yield-m,4,32,256, 300056, 1172,0
add-yield-s,5,32,320, 305378, 954,0
