list-id-none,1,1,4,3,81640,27213,0
list-id-none,1,2,4,6,78228,13038,0
list-id-none,1,4,4,12,81902,6825,0
list-id-none,1,8,4,24,56879,2369,0
list-id-none,1,16,4,48,88046,1834,0
list-id-none,1,32,4,96,81561,849,0
list-id-none,1,64,4,192,135540,705,0
list-id-none,2,1,4,6,74160,12360,0
list-id-none,2,2,4,12,90782,7565,0
list-id-none,2,4,4,24,77819,3242,0
list-id-none,2,8,4,48,101247,2109,0
list-id-none,3,1,4,9,79743,8860,0
list-id-none,3,2,4,18,90761,5042,0
list-id-none,3,4,4,36,80371,2232,0
list-id-none,3,8,4,72,100334,1393,0
list-id-none,4,1,4,12,90729,7560,0
list-id-none,4,2,4,24,142068,5919,0
list-id-none,4,4,4,48,100869,2101,0
list-id-none,5,1,4,15,139472,9298,0
list-id-none,5,4,4,60,123242,2054,0
list-id-none,6,1,4,18,150124,8340,0
list-id-none,6,8,4,144,175058,1215,0
list-id-none,7,1,4,21,187048,8907,0
list-id-none,7,2,4,42,157888,3759,0
list-id-none,7,4,4,84,185118,2203,0
list-id-none,7,8,4,168,170524,1015,0
list-id-none,8,1,4,24,217676,9069,0
list-id-none,8,2,4,48,192289,4006,0
list-id-none,8,8,4,192,223552,1164,0
list-id-none,10,1,4,30,238104,7936,0
list-id-none,10,2,4,60,213219,3553,0
list-id-none,10,4,4,120,237873,1982,0
list-id-none,10,8,4,240,196563,819,0
list-id-none,12,1,4,36,243074,6752,0
list-id-none,12,2,4,72,230449,3200,0
list-id-none,12,4,4,144,248183,1723,0
list-id-none,12,8,4,288,258156,896,0
list-id-none,14,1,4,42,285093,6787,0
list-id-none,14,2,4,84,303417,3612,0
list-id-none,14,4,4,168,300367,1787,0
list-id-none,16,1,4,48,366485,7635,0
list-id-none,16,2,4,96,330589,3443,0
list-id-none,16,4,4,192,378194,1969,0
list-id-s,1,1,4,3,78484,26161,196
list-id-s,1,3,4,9,53859,5984,90
list-id-s,1,6,4,18,84838,4713,76
list-id-s,1,12,4,36,88701,2463,65
list-id-s,1,24,4,72,83921,1165,57
list-id-s,1,48,4,144,133497,927,54
list-id-s,1,96,4,288,188319,653,53
list-id-s,2,1,4,6,90717,15119,250
list-id-s,2,3,4,18,83222,4623,126
list-id-s,2,6,4,36,91949,2554,77
list-id-s,2,12,4,72,95106,1320,144
list-id-s,2,24,4,144,92464,642,100
list-id-s,2,48,4,288,166597,578,148
list-id-s,2,96,4,576,271465,471,166
list-id-s,3,1,4,9,106134,11792,220
list-id-s,3,3,4,27,87934,3256,106
list-id-s,3,6,4,54,111439,2063,132
list-id-s,3,12,4,108,120260,1113,116
list-id-s,3,24,4,216,171217,792,287
list-id-s,3,48,4,432,255398,591,419
list-id-s,3,96,4,864,576026,666,605
list-id-s,4,1,4,12,120220,10018,245
list-id-s,4,3,4,36,119635,3323,321
list-id-s,4,6,4,72,113035,1569,87
list-id-s,4,12,4,144,143933,999,323
list-id-s,4,24,4,288,176650,613,391
list-id-s,4,48,4,576,374307,649,808
list-id-s,4,96,4,1152,808566,701,1001
list-id-s,5,1,4,15,133946,8929,697
list-id-s,5,3,4,45,126542,2812,108
list-id-s,5,6,4,90,142976,1588,328
list-id-s,5,12,4,180,175464,974,475
list-id-s,5,24,4,360,253725,704,820
list-id-s,5,48,4,720,496653,689,1311
list-id-s,5,96,4,1440,1070843,743,1649
list-id-s,6,1,4,18,137378,7632,256
list-id-s,6,3,4,54,155601,2881,107
list-id-s,6,6,4,108,160340,1484,137
list-id-s,6,12,4,216,197968,916,802
list-id-s,6,24,4,432,260010,601,586
list-id-s,6,48,4,864,583673,675,1733
list-id-s,6,96,4,1728,1489877,862,2705
list-id-s,7,1,4,21,154228,7344,393
list-id-s,7,3,4,63,169527,2690,107
list-id-s,7,6,4,126,162886,1292,109
list-id-s,7,12,4,252,306434,1216,306
list-id-s,7,24,4,504,453975,900,1222
list-id-s,7,48,4,1008,913928,906,1871
list-id-s,7,96,4,2016,2105820,1044,2996
list-id-s,8,1,4,24,167966,6998,172
list-id-s,8,3,4,72,219414,3047,439
list-id-s,8,6,4,144,186266,1293,142
list-id-s,8,12,4,288,328590,1140,678
list-id-s,8,24,4,576,423832,735,1847
list-id-s,8,48,4,1152,1004163,871,3078
list-id-s,8,96,4,2304,2383306,1034,4431
list-id-s,10,1,4,30,227512,7583,274
list-id-s,10,3,4,90,242103,2690,103
list-id-s,10,6,4,180,243721,1354,90
list-id-s,10,12,4,360,315916,877,1281
list-id-s,10,24,4,720,612488,850,2654
list-id-s,10,48,4,1440,1324020,919,4096
list-id-s,10,96,4,2880,3425109,1189,6769
list-id-s,12,1,4,36,279537,7764,239
list-id-s,12,3,4,108,276294,2558,157
list-id-s,12,6,4,216,296173,1371,78
list-id-s,12,12,4,432,310761,719,618
list-id-s,12,24,4,864,717708,830,2705
list-id-s,12,48,4,1728,1757304,1016,6354
list-id-s,12,96,4,3456,4312847,1247,9192
list-id-s,14,1,4,42,322054,7667,224
list-id-s,14,3,4,126,312068,2476,134
list-id-s,14,6,4,252,325536,1291,78
list-id-s,14,12,4,504,346163,686,125
list-id-s,14,24,4,1008,784334,778,3082
list-id-s,14,48,4,2016,2088177,1035,7678
list-id-s,14,96,4,4032,5320547,1319,11451
list-id-s,16,1,4,48,375862,7830,210
list-id-s,16,3,4,144,314315,2182,88
list-id-s,16,6,4,288,323285,1122,108
list-id-s,16,12,4,576,457242,793,639
list-id-s,16,24,4,1152,1077497,935,4324
list-id-s,16,48,4,2304,2453105,1064,9506
list-id-s,16,96,4,4608,6530265,1417,15280
list-id-m,1,1,4,3,80409,26803,458
list-id-m,1,5,4,15,61729,4115,138
list-id-m,1,10,4,30,90009,3000,92
list-id-m,1,20,4,60,83390,1389,90
list-id-m,1,40,4,120,127917,1065,62
list-id-m,1,80,4,240,176746,736,57
list-id-m,2,1,4,6,103553,17258,422
list-id-m,2,5,4,30,100742,3358,121
list-id-m,2,10,4,60,107421,1790,92
list-id-m,2,20,4,120,130393,1086,386
list-id-m,2,40,4,240,242267,1009,410
list-id-m,2,80,4,480,437619,911,519
list-id-m,3,1,4,9,101876,11319,848
list-id-m,3,5,4,45,122344,2718,119
list-id-m,3,10,4,90,132953,1477,474
list-id-m,3,20,4,180,172838,960,528
list-id-m,3,40,4,360,277531,770,682
list-id-m,3,80,4,720,538247,747,747
list-id-m,4,1,4,12,89653,7471,323
list-id-m,4,5,4,60,123567,2059,1063
list-id-m,4,10,4,120,152290,1269,721
list-id-m,4,20,4,240,204374,851,779
list-id-m,4,40,4,480,443631,924,1381
list-id-m,4,80,4,960,876444,912,1551
list-id-m,5,1,4,15,133096,8873,420
list-id-m,5,5,4,75,125564,1674,144
list-id-m,5,10,4,150,188943,1259,1051
list-id-m,5,20,4,300,379645,1265,1369
list-id-m,5,40,4,600,677210,1128,1872
list-id-m,5,80,4,1200,1333314,1111,2056
list-id-m,6,1,4,18,158992,8832,679
list-id-m,6,5,4,90,141816,1575,99
list-id-m,6,10,4,180,184888,1027,398
list-id-m,6,20,4,360,543803,1510,2926
list-id-m,6,40,4,720,878827,1220,2564
list-id-m,6,80,4,1440,1374882,954,3050
list-id-m,7,1,4,21,169886,8089,282
list-id-m,7,5,4,105,187898,1789,216
list-id-m,7,10,4,210,252717,1203,2119
list-id-m,7,20,4,420,422109,1005,2765
list-id-m,7,40,4,840,773761,921,2874
list-id-m,7,80,4,1680,2239711,1333,3638
list-id-m,8,1,4,24,185446,7726,277
list-id-m,8,5,4,120,213832,1781,1030
list-id-m,8,10,4,240,225091,937,298
list-id-m,8,20,4,480,453853,945,2017
list-id-m,8,40,4,960,861993,897,3387
list-id-m,8,80,4,1920,2210315,1151,4987
list-id-m,10,1,4,30,235878,7862,389
list-id-m,10,5,4,150,228721,1524,96
list-id-m,10,10,4,300,300373,1001,1077
list-id-m,10,20,4,600,558944,931,3775
list-id-m,10,40,4,1200,1413334,1177,4783
list-id-m,10,80,4,2400,2805556,1168,6026
list-id-m,12,1,4,36,271047,7529,403
list-id-m,12,5,4,180,288945,1605,98
list-id-m,12,10,4,360,374069,1039,1263
list-id-m,12,20,4,720,770741,1070,4917
list-id-m,12,40,4,1440,1436232,997,6887
list-id-m,12,80,4,2880,3742500,1299,9037
list-id-m,14,1,4,42,305885,7282,234
list-id-m,14,5,4,210,281884,1342,117
list-id-m,14,10,4,420,521665,1242,1568
list-id-m,14,20,4,840,1006272,1197,5651
list-id-m,14,40,4,1680,2019244,1201,8756
list-id-m,14,80,4,3360,3830142,1139,10667
list-id-m,16,1,4,48,347646,7242,390
list-id-m,16,5,4,240,406877,1695,94
list-id-m,16,10,4,480,445929,929,689
list-id-m,16,20,4,960,1289523,1343,8001
list-id-m,16,40,4,1920,2321587,1209,11042
list-id-m,16,80,4,3840,4466356,1163,13036
